"cc";"aggcode";"aggname";"typeofsensitivearea";"sizecat";"generatedload_10th";"generatedload_9th";"generatedload_delta";"connectedload_10th";"connectedload_9th";"iasload_10th";"iasload_9th";"dischargewithouttreatment_10th";"dischargewithouttreatment_9th";"gp_10th";"art3_10th";"art4_10th";"art5_10th";"art6_10th";"dtt3_10th";"dtt4t_10th";"dtt4p_10th";"dtt5t_10th";"dtt5p_10th";"gp_9th";"art3_9th";"art4_9th";"art5_9th";"art6_9th";"dtt3_9th";"dtt4t_9th";"dtt4p_9th";"dtt5t_9th";"dtt5p_9th";"flagginv";"flaggmeasures";"nb_uwwtp";"nb_uwwtp_conn";"nb_dcp";"near_natura2000_uww_impacted";"near_natura2000_uww_impacted_intensity";"wfd_ecologicalstatus";"wfd_chemicalstatus";"wfd_uwwtd_status_point_p11";"wfd_uwwtd_status_point_p12";"wfd_uwwtd_status_diffuse_p26";"spztype_catchmentOfSensitiveArea";"spztype_coastalSensitiveArea";"spztype_lakeSensitiveArea";"spztype_otherProtectedArea";"spztype_riverSensitiveArea";"spztype_transitionalSensitiveArea";"spztype_freshwaterFishDesignatedWater";"spztype_shellfishDesignatedWater";"spztype_drinkingWaterProtectionArea";"spztype_nitrateVulnerableZone";"score";"status";"x";"y"
"cz";"CZAG598941";"Detmarovice";"SA";1;4200;6600;-2400;1512;2376;2688;4224;0;0;"NC";"QC";"NC";"NR";"NR";0;1134;1134;0;0;"NC";"QC";"NC";"NR";"NR";0;1782;1782;0;0;;;1;1;1;0;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;;1;18,46;49,88
"cz";"CZAG599069";"Orlova";"SA";2;22344;30350;-8006;21003;28529;1341;1821;0;0;"NC";"QC";"NC";"NC";"NR";0;223;223;223;223;"NC";"QC";"NC";"NC";"NR";0;304;304;304;304;;;1;1;1;1;3;"5";"3";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;18,42;49,84
"cz";"CZAG599077";"Petrovice u Karvine";"SA";1;4821;5300;-479;1446;1590;3375;3710;0;0;"NC";"QC";"NC";"NR";"NR";0;868;1446;0;0;"NC";"QC";"NC";"NR";"NR";0;954;1590;0;0;;;1;1;1;0;;"3";"3";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;18,54;49,89
"cz";"CZAG599107";"Rychvald";"SA";1;7093;7000;93;1844;1680;5249;5320;0;0;"NC";"QC";"NC";"NR";"NR";0;142;142;0;0;"NC";"QC";"NC";"NR";"NR";0;1680;1680;0;0;;;2;2;2;1;3;"5";"3";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;18,37;49,86
"cz";"CZAG599191";"Novy Jicin";"SA";2;27707;33770;-6063;21889;26678;5818;7092;0;0;"NC";"QC";"C";"NC";"NR";0;0;0;1995;1995;"NC";"QC";"C";"NC";"NR";0;0;0;2161;2161;;;4;4;4;1;3;"4";"3";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;18,01;49,59
"el";"EL11400401";"KATO NEVROKOPI";"NA";1;2225;;;2225;;0;;0;;"NC";"C";"NC";"NR";"NR";0;0;2225;0;0;;;;;;;;;;;2,27;"Renovation of the  existing UWWTP";1;1;1;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;23,86;41,34
"el";"EL12202401";"LAGADAS";"NA";1;7462;;;4477;;2985;;0;;"NC";"QC";"NC";"NR";"NR";0;0;4477;0;0;;;;;;;;;;;2,37;"The construction project  for the necessary infrastructure completion is  in progressfor for the 
guarantee of  the satisfactory operation";1;1;1;0;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;;1;23,06;40,75
"el";"EL12204001";"CHALASTRA";"NA";1;7262;;;7262;;0;;0;;"NC";"C";"NC";"NR";"NR";0;0;7262;0;0;;;;;;;;;;;;;1;1;1;1;3;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;22,73;40,62
"el";"EL12204002";"ANATOLIKO";"NA";1;2590;;;2590;;0;;0;;"NC";"C";"NC";"NR";"NR";0;0;2590;0;0;;;;;;;;;;;;;1;1;1;1;3;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;22,71;40,66
"el";"EL12700201";"GALATISTA";"NA";1;2515;;;2465;;50;;0;;"NC";"C";"NC";"NR";"NR";0;0;2465;0;0;;;;;;;;;;;0,00;"The construction project  for the necessary infrastructure is under completion";1;1;1;0;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;;1;23,27;40,46
"el";"EL12701201";"IERISSOS";"NA";1;4462;;;4462;;0;;0;;"NC";"C";"NC";"NR";"NR";0;0;4462;0;0;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;23,87;40,39
"el";"EL12701203";"NEA RODA";"NA";1;2183;;;2183;;0;;0;;"NC";"C";"NC";"NR";"NR";0;0;2183;0;0;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;23,92;40,38
"el";"EL12701205";"OURANOPOLI";"NA";1;2288;;;2288;;0;;0;;"NC";"C";"NC";"NR";"NR";0;0;2288;0;0;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;23,98;40,32
"el";"EL14200801";"ELASSONA";"NA";1;8144;;;8144;;0;;0;;"NC";"C";"NC";"NR";"NR";0;0;8144;0;0;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;22,18;39,89
"el";"EL22400101";"LEFKADA";"SA";2;11500;;;11500;;0;;0;;"NC";"C";"NC";"NC";"NR";0;0;11500;0;11500;;;;;;;;;;;;;1;1;1;1;3;;;0;0;0;1;1;0;0;0;0;0;0;0;0;;1;20,70;38,83
"el";"EL23300301";"AMALIADA";"NA";2;17000;;;16830;;170;;0;;"NC";"C";"NC";"NR";"NR";0;0;16830;0;0;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;21,34;37,79
"el";"EL23300601";"ARCHEA OLYMPIA";"NA";1;2472;;;2472;;0;;0;;"NC";"C";"NC";"NR";"NR";0;0;2472;0;0;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;21,62;37,64
"el";"EL23301101";"ZACHARO";"NA";1;3090;;;3028;;62;;0;;"NC";"C";"NC";"NR";"NR";0;0;3028;0;0;;;;;;;;;;;;;1;1;1;1;3;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;21,64;37,48
"el";"EL24100101";"LEVADIA";"SA";2;25000;;;25000;;0;;0;;"NC";"C";"NC";"NC";"NR";0;0;25000;0;25000;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;;1;22,87;38,43
"el";"EL24200201";"LOUTRA AEDIPSOU";"NA";2;12168;;;8518;;3650;;0;;"NC";"QC";"NC";"NR";"NR";0;0;8518;0;0;;;;;;;;;;;1,00;"Construction  of collecting system";1;1;1;0;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;;1;23,04;38,85
"el";"EL24300101";"KARPENISSI";"SA";1;7500;;;7500;;0;;0;;"NC";"C";"NC";"NR";"NR";0;0;7500;0;0;;;;;;;;;;;4,13;"Upgrade and expansion of the existing UWWTP";1;1;1;0;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;;1;21,79;38,91
"el";"EL24500101";"AMFISSA";"NA";1;6909;;;6909;;0;;0;;"NC";"C";"NC";"NR";"NR";0;0;6909;0;0;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;22,37;38,52
"el";"EL24500501";"DELFI";"NA";1;3876;;;3876;;0;;0;;"NC";"C";"NC";"NR";"NR";0;0;3876;0;0;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;22,49;38,48
"el";"EL25100401";"LYGOURIO";"NA";1;2596;;;2596;;0;;0;;"NC";"C";"NC";"NR";"NR";0;0;2596;0;0;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;23,03;37,61
"el";"EL25100501";"ARCHEA EPIDAVROS";"NA";1;4700;;;4606;;94;;0;;"NC";"C";"NC";"NR";"NR";0;0;4606;0;0;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;;1;23,15;37,63
"el";"EL30009801";"VILIA";"NA";1;2110;;;2110;;0;;0;;"NC";"C";"NC";"NR";"NR";0;0;2110;0;0;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;;1;23,33;38,16
"el";"EL30009901";"ERYTHRES";"NA";1;2822;;;2822;;0;;0;;"NC";"C";"NC";"NR";"NR";0;0;2822;0;0;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;23,32;38,21
"el";"EL30010201";"MEGARA";"NA";2;17000;;;17000;;0;;0;;"NC";"C";"NC";"NR";"NR";0;0;17000;0;0;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;0;1;0;1;0;0;0;0;0;0;;1;23,34;37,99
"el";"EL30010301";"NEA PERAMOS ATTIKHS";"NA";1;8293;;;8293;;0;;0;;"NC";"C";"NC";"NR";"NR";0;0;8293;0;0;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;0;1;0;1;0;0;0;0;0;0;;1;23,43;38,01
"el";"EL3001180112101";"POROS-GALATAS";"NA";2;15000;;;15000;;0;;0;;"NC";"C";"NC";"NR";"NR";0;0;15000;0;0;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;;1;23,45;37,49
"el";"EL42100101";"RODOS";"NA";3;150000;;;147000;;3000;;0;;"NC";"QC";"NC";"NR";"NR";0;0;147000;0;0;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;28,22;36,43
"el";"EL42102201";"KREMASTI";"NA";2;12000;;;12000;;0;;0;;"NC";"C";"NC";"NR";"NR";0;0;12000;0;0;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;;1;28,11;36,40
"el";"EL42201301";"MYKONOS";"NA";2;26000;;;25480;;520;;0;;"NC";"C";"NC";"NR";"NR";0;0;25480;0;0;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;25,33;37,44
"el";"EL43300201";"ANOGIA";"NA";1;2322;;;2276;;46;;0;;"NC";"C";"NC";"NR";"NR";0;0;2276;0;0;;;;;;;;;;;;;1;1;1;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,88;35,28
"es";"ES10031130000000";"ROJALES (LO PEPIN)";"CSA";2;10178;7610;2568;10178;7610;0;0;0;0;"NC";"C";"C";"NC";"NR";0;0;0;10178;10178;"C";"C";"C";"NR";"NR";0;0;0;0;0;;;1;1;2;0;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;;1;-0,69;38,05
"es";"ES10031400005100";"BENEIXAMA, CAÑADA, EL CAMP DE MIRRA, VILLENA";"CSA";2;37722;43112;-5390;37722;43112;0;0;0;0;"NC";"C";"C";"NC";"NR";0;0;0;37722;37722;"NR";"C";"C";"PD";"NR";0;0;0;43112;43112;;;1;1;3;0;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;;1;-0,90;38,64
"es";"ES1040010001010";"ABLA";"NA";1;2237;2237;0;2237;2237;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;2237;0;0;"NC";"C";"NC";"NR";"NR";0;0;2237;0;0;;;1;1;1;0;;"4";"2";0;0;0;0;0;0;0;0;0;0;0;1;0;;1;-2,77;37,14
"es";"ES1040160002010";"ANTAS";"CSA";1;4861;2504;2357;4861;2504;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;4861;0;0;"NC";"C";"NC";"NR";"NR";0;0;2504;0;0;;;1;1;1;0;;"5";"2";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;-1,90;37,23
"es";"ES1040300002010";"CANJAYAR";"NA";1;2991;2991;0;2991;2991;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;2991;0;0;"NC";"C";"NC";"NR";"NR";0;0;2991;0;0;;;1;1;1;0;;"4";"2";0;0;0;0;0;0;0;0;0;0;0;1;0;;1;-2,73;37,01
"es";"ES1040310004010";"CANTORIA";"NA";1;3456;3456;0;3456;3456;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;3456;0;0;"NC";"C";"NC";"NR";"NR";0;0;3456;0;0;;;1;1;1;0;;"3";"2";0;0;0;0;0;0;0;0;0;0;0;1;0;;1;-2,19;37,35
"es";"ES1040320004010";"CARBONERAS";"NA";2;15600;9563;6037;15600;9563;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;15600;0;0;"NC";"C";"NC";"NR";"NR";0;0;9563;0;0;;;1;1;1;0;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;;1;-1,89;36,99
"es";"ES1040350305010";"CUEVAS DE ALMANZORA";"NA";1;6412;7315;-903;6412;7315;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;6412;0;0;"NC";"C";"NC";"NR";"NR";0;0;7315;0;0;;;1;1;1;0;;"3";"-1";0;0;0;0;0;0;0;0;0;0;0;0;0;;1;-1,87;37,30
"es";"ES1040450002010";"FIÑANA";"NA";1;4408;4408;0;4408;4408;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;4408;0;0;"NC";"C";"NC";"NR";"NR";0;0;4408;0;0;;;1;1;1;0;;"4";"2";0;0;0;0;0;0;0;0;0;0;0;1;0;;1;-2,84;37,17
"es";"ES1040530007010";"HUERCAL OVERA";"NA";2;11323;11323;0;11323;11323;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;11323;0;0;"NC";"C";"NC";"NR";"NR";0;0;11323;0;0;;;1;1;1;0;;"3";"2";0;0;0;0;0;0;0;0;0;0;0;0;0;;1;-1,94;37,39
"es";"ES1040620001010";"FINES-OLULA-MACAEL";"NA";2;20897;20897;0;20897;20897;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;20897;0;0;"C";"C";"C";"NR";"NR";0;0;0;0;0;;;1;1;1;0;;"3";"2";0;0;0;0;0;0;0;0;0;0;0;1;0;;1;-2,29;37,33
"es";"ES1040630402010";"MARIA";"NA";1;2252;2252;0;2252;2252;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;2252;0;0;"C";"C";"C";"NR";"NR";0;0;0;0;0;;;1;1;1;0;;"3";"2";0;0;0;0;0;0;0;0;0;0;0;0;0;;1;-2,16;37,71
"es";"ES1040660022010";"SAN ISIDRO-CAMPOHERMOSO";"NA";2;19038;9945;9093;19038;9945;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;19038;0;0;"NC";"C";"NC";"NR";"NR";0;0;9945;0;0;;;1;1;1;0;;"2";"2";0;0;0;0;0;0;0;0;0;0;0;1;0;;1;-2,14;36,93
"es";"ES1040830904010";"SERON";"NA";1;2798;2798;0;2798;2798;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;2798;0;0;"C";"C";"C";"NR";"NR";0;0;0;0;0;;;1;1;1;0;;"3";"2";0;0;0;0;0;0;0;0;0;0;0;1;0;;1;-2,50;37,34
"es";"ES1040880012010";"TABERNAS";"NA";1;4100;4100;0;4100;4100;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;4100;0;0;"C";"C";"C";"NR";"NR";0;0;0;0;0;;;1;1;1;0;;"3";"2";0;0;0;0;0;0;0;0;0;0;0;1;0;;1;-2,39;37,05
"es";"ES1040920007010";"TIJOLA-ARMUÑA DE ALMANZORA-LUCAR";"NA";1;6261;6261;0;6261;6261;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;6261;0;0;"C";"C";"C";"NR";"NR";0;0;0;0;0;;;1;1;1;0;;"3";"2";0;0;0;0;0;0;0;0;0;0;0;1;0;;1;-2,43;37,34
"es";"ES1040990001010";"VELEZ-RUBIO";"NA";1;9294;9294;0;9294;9294;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;9294;0;0;"NC";"C";"NC";"NR";"NR";0;0;9294;0;0;;;1;1;1;0;;"2";"2";0;0;0;0;0;0;0;0;0;0;0;0;0;;1;-2,07;37,64
"es";"ES10461090001010";"CHESTE";"CSA;NA";2;16254;10814;5440;16254;10814;0;0;0;0;"NC";"C";"NC";"NC";"NR";0;0;16254;0;16254;"C";"C";"C";"C";"NR";0;0;0;0;0;;;1;1;3;0;;"3";"2";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;-0,66;39,49
"es";"ES11060060001010";"ALBURQUERQUE";"CSA";2;11900;11900;0;11900;11900;0;0;0;0;"NC";"C";"C";"NC";"NR";0;0;0;0;11900;"C";"C";"C";"C";"NR";0;0;0;0;0;;;1;1;1;0;;"3";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;-6,99;39,22
"es";"ES11060110001010";"ALMENDRALEJO";"CSA";2;37300;37300;0;35435;35435;0;0;1865;1865;"NC";"NC";"NC";"NC";"NR";1865;0;0;0;0;"NC";"NC";"NC";"NC";"NR";1865;0;0;0;0;;;1;1;1;0;;"3";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;-6,40;38,68
"es";"ES11060190001010";"BERLANGA";"CSA";1;5000;5000;0;5000;5000;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;5000;0;0;"NC";"C";"NC";"NR";"NR";0;0;5000;0;0;;;1;1;1;0;;"3";"2";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;-5,82;38,28
"es";"ES11060560001010";"GARBAYUELA";"NA";1;2000;2000;0;2000;2000;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;2000;0;0;"C";"C";"C";"NR";"NR";0;0;0;0;0;;;1;1;1;0;;"3";"2";0;0;0;0;0;0;0;0;0;0;0;0;0;;1;-4,99;39,05
"es";"ES11060840001010";"MIRANDILLA";"CSA";1;3600;3600;0;3600;3600;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;3600;0;0;"C";"C";"C";"NR";"NR";0;0;0;0;0;;;1;1;1;0;;"2";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;-6,28;39,00
"es";"ES11061090001010";"QUINTANA DE LA SERENA";"CSA";2;11700;11700;0;11700;11700;0;0;0;0;"NC";"C";"C";"NC";"NR";0;0;0;0;11700;"NC";"C";"C";"NC";"NR";0;0;0;11700;11700;;;1;1;1;0;;"3";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;-5,67;38,74
"es";"ES11061330001010";"TORREMEJIA";"CSA";1;3000;3000;0;3000;3000;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;3000;0;0;"NC";"C";"NC";"NR";"NR";0;0;3000;0;0;;;1;1;1;0;;"4";"2";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;-6,37;38,79
"es";"ES11061350001010";"TRUJILLANOS";"CSA";1;3200;3200;0;3200;3200;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;3200;0;0;"C";"C";"C";"NR";"NR";0;0;0;0;0;;;1;1;1;0;;"2";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;-6,25;38,95
"es";"ES11061490003010";"VILLAFRANCA DE LOS BARROS";"CSA";2;65000;65000;0;65000;65000;0;0;0;0;"NC";"C";"C";"NC";"NR";0;0;0;0;65000;"C";"C";"C";"C";"NR";0;0;0;0;0;;;1;1;1;0;;"4";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;-6,33;38,56
"es";"ES11061530005010";"DON BENITO-VILLANUEVA DE LA SERENA";"CSA";2;62000;62000;0;62000;62000;0;0;0;0;"NC";"C";"C";"NC";"NR";0;0;0;62000;62000;"NC";"C";"C";"NC";"NR";0;0;0;62000;62000;;;1;1;1;0;;"3";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;-5,83;38,96
"es";"ES11061600002010";"ZALAMEA DE LA SERENA";"CSA";2;12900;12900;0;12900;12900;0;0;0;0;"NC";"C";"C";"NC";"NR";0;0;0;0;12900;"NC";"C";"C";"NC";"NR";0;0;0;0;12900;;;1;1;1;0;;"3";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;-5,65;38,65
"es";"ES1110070001010";"BARBATE";"NA";2;36860;36860;0;36860;36860;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;36860;36860;0;0;"NC";"C";"NC";"NR";"NR";0;36860;36860;0;0;;;1;1;1;0;;"2";"2";0;0;0;0;0;0;0;0;0;0;1;1;0;;1;-5,91;36,19
"es";"ES1110080001010";"BARRIOS (LOS)";"NA";2;18083;18083;0;18083;18083;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;18083;0;0;"C";"C";"C";"NR";"NR";0;0;0;0;0;;;1;1;1;1;3;"3";"3";0;0;0;0;0;0;0;0;0;0;0;0;0;;1;-5,49;36,18
"es";"ES11100960001010";"HERVAS";"CSA";1;7000;7000;0;7000;7000;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;7000;0;0;"C";"C";"C";"NR";"NR";0;0;0;0;0;;;1;1;1;0;;"3";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;-5,85;40,27
"es";"ES1110100001010";"BORNOS";"CSA";1;7500;10540;-3040;7500;10540;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;7500;0;0;"NC";"C";"NC";"NC";"NR";0;10540;10540;10540;10540;;;1;1;1;0;;"2";"2";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;-5,74;36,82
"es";"ES11101090001010";"LOGROSAN";"NA";1;6500;6500;0;6500;6500;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;6500;0;0;"C";"C";"C";"NR";"NR";0;0;0;0;0;;;1;1;1;0;;"3";"2";0;0;0;0;0;0;0;0;0;0;0;0;0;;1;-5,48;39,33
"es";"ES1110150004010";"CHICLANA DE LA FRONTERA";"SA";2;72726;72726;0;72726;72726;0;0;0;0;"NC";"C";"NC";"NC";"NR";0;0;72726;0;72726;"NC";"C";"C";"NC";"NR";0;0;0;0;72726;;;1;1;1;1;3;"4";"3";0;0;0;1;1;0;0;0;0;0;1;0;0;;1;-6,14;36,42
"es";"ES1110150006010";"BARROSA (LA)";"SA";2;30000;30000;0;30000;30000;0;0;0;0;"NC";"C";"NC";"NC";"NR";0;0;30000;0;30000;"C";"C";"C";"C";"NR";0;0;0;0;0;;;1;1;1;0;;"4";"3";0;0;0;0;0;0;0;0;0;0;0;1;0;;1;-6,17;36,37
"es";"ES1110160001010";"CHIPIONA";"NA";2;40370;40370;0;40370;40370;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;40370;0;0;"C";"C";"C";"NR";"NR";0;0;0;0;0;;;1;1;1;0;;"2";"2";0;0;0;0;0;0;0;0;0;0;0;0;0;;1;-6,43;36,73
"es";"ES11101750001010";"SERRADILLA";"CSA";1;3500;3500;0;3500;3500;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;3500;0;0;"NC";"C";"NC";"NR";"NR";0;0;3500;0;0;;;1;1;1;0;;"3";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;-6,13;39,82
"es";"ES1110190003010";"GRAZALEMA";"CSA";1;3595;3595;0;3595;3595;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;3595;0;0;"NC";"C";"NC";"NR";"NR";0;0;3595;0;0;;;1;1;1;0;;"2";"2";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;-5,36;36,76
"es";"ES1110200014010";"JEREZ DE LA FRONTERA";"NA";3;274946;274946;0;274946;274946;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;274946;0;0;"C";"C";"C";"NR";"NR";0;0;0;0;0;;;1;1;1;0;;"4";"2";0;0;0;0;0;0;0;0;0;0;0;0;0;;1;-6,11;36,69
"es";"ES1110220001010";"LINEA DE LA CONCEPCION (LA)";"NA";3;110368;110368;0;110368;110368;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;110368;0;0;"C";"C";"C";"NR";"NR";0;0;0;0;0;;;1;1;1;1;3;"2";"2";0;0;0;0;0;0;0;0;0;0;1;0;0;;1;-5,34;36,17
"es";"ES1110240004012";"OLVERA (SUR)";"CSA";1;7200;7200;0;7200;7200;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;7200;0;0;"NC";"C";"NC";"NR";"NR";0;0;7200;0;0;;;1;1;1;0;;"4";"2";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;-5,26;36,93
"es";"ES1110270014010";"PUERTO DE SANTA MARIA (EL)";"CSA";3;128209;128209;0;128209;128209;0;0;0;0;"NC";"C";"NC";"NC";"NR";0;0;128209;128209;128209;"NC";"C";"NC";"NC";"NR";0;0;128209;128209;128209;;;1;1;1;0;;"4";"3";0;0;0;1;0;0;0;0;0;0;1;0;0;;1;-6,22;36,57
"es";"ES1110280003010";"PUERTO REAL";"NA";2;45249;45249;0;45249;45249;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;45249;0;0;"NC";"C";"C";"NC";"NR";0;0;0;45249;45249;;;1;1;1;0;;"4";"3";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;-6,18;36,53
"es";"ES1110290002010";"PUERTO SERRANO";"CSA";1;9462;9462;0;9462;9462;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;9462;0;0;"NC";"C";"NC";"NR";"NR";0;0;9462;0;0;;;1;1;1;1;3;"3";"3";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;-5,54;36,92
"es";"ES1110300004010";"ROTA";"NA";2;70100;50177;19923;70100;50177;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;70100;0;0;"C";"C";"C";"NR";"NR";0;0;0;0;0;;;1;1;1;0;;"2";"2";0;0;0;0;0;0;0;0;0;0;0;0;0;;1;-6,36;36,62
"es";"ES1110320007010";"SANLUCAR DE BARRAMEDA";"NA";2;68000;68000;0;68000;68000;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;68000;0;0;"NC";"C";"NC";"NR";"NR";0;0;68000;0;0;;;1;1;1;1;3;"2";"2";0;0;0;0;0;0;0;0;0;0;1;0;0;;1;-6,33;36,80
"es";"ES1110330004010";"GUADIARO";"NA";1;2712;2712;0;2712;2712;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;2712;0;0;"C";"C";"C";"NR";"NR";0;0;0;0;0;;;1;1;1;1;3;"2";"3";0;0;0;0;0;0;0;0;0;0;0;1;0;;1;-5,30;36,30
"es";"ES1110330007010";"SAN ROQUE";"NA";2;25500;25500;0;25500;25500;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;25500;0;0;"NC";"C";"NC";"NR";"NR";0;0;25500;0;0;;;1;1;1;0;;"3";"2";0;0;0;0;0;0;0;0;0;0;0;0;0;;1;-5,40;36,21
"es";"ES1110350018010";"TARIFA";"NA";2;20577;20577;0;20577;20577;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;20577;0;0;"NC";"C";"NC";"NR";"NR";0;20577;20577;0;0;;;1;1;1;0;;"2";"2";0;0;0;0;0;0;0;0;0;0;0;0;0;;1;-5,60;36,01
"es";"ES1110390013010";"VEJER DE LA FRONTERA";"NA";2;16057;16057;0;16057;16057;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;16057;0;0;"NC";"C";"NC";"NR";"NR";0;0;16057;0;0;;;1;1;1;0;;"4";"2";0;0;0;0;0;0;0;0;0;0;1;1;0;;1;-5,96;36,25
